Domain, Image, Entropy
1, 2606, 0.9456710815429688
1, 2607, 1.129960536956787
1, 2608, 0.685376763343811
1, 2609, 3.04498291015625
1, 2610, 0.8475022912025452
1, 2611, 0.36362147331237793
1, 2612, 1.1282167434692383
1, 2613, 1.094470500946045
1, 2614, 1.48163902759552
1, 2615, 3.423985481262207
1, 2616, 1.3500806093215942
1, 2617, 1.9113945960998535
1, 2618, 3.0288615226745605
1, 2619, 3.0075936317443848
1, 2620, 1.4165973663330078
1, 2621, 2.1744754314422607
1, 2622, 1.6473278999328613
1, 2623, 1.8437451124191284
1, 2624, 1.2890325784683228
1, 2625, 1.9842934608459473
1, 2626, 3.131725788116455
1, 2627, 2.594818115234375
1, 2628, 0.9292210340499878
1, 2629, 1.1554431915283203
1, 2630, 0.7430875301361084
1, 2631, 0.8383209705352783
1, 2632, 3.527576446533203
1, 2633, 2.88350248336792
1, 2634, 1.6369903087615967
1, 2635, 0.8030539751052856
1, 2636, 1.367260456085205
1, 2637, 2.7152671813964844
1, 2638, 1.2283899784088135
1, 2639, 0.7138575911521912
1, 2640, 0.7544829845428467
1, 2641, 0.737577497959137
1, 2642, 2.595726490020752
1, 2643, 1.2529460191726685
1, 2644, 3.2237119674682617
1, 2645, 3.335836887359619
1, 2646, 0.6347313523292542
1, 2647, 1.8003880977630615
1, 2648, 2.488776683807373
1, 2649, 2.2890915870666504
1, 2650, 1.3973100185394287
1, 2651, 2.315199375152588
1, 2652, 3.3038759231567383
1, 2653, 1.1736176013946533
1, 2654, 2.7397518157958984
1, 2655, 1.1428008079528809
1, 2656, 1.302565097808838
1, 2657, 3.385528087615967
1, 2658, 2.8943874835968018
1, 2659, 0.5829545259475708
1, 2660, 3.446707010269165
1, 2661, 0.7445143461227417
1, 2662, 2.8039655685424805
1, 2663, 3.077301502227783
1, 2664, 0.6947197914123535
1, 2665, 0.7786444425582886
1, 2666, 1.3468000888824463
1, 2667, 2.996084690093994
1, 2668, 3.338925838470459
1, 2669, 3.3007044792175293
1, 2670, 2.7089991569519043
1, 2671, 0.7814513444900513
1, 2672, 1.6578176021575928
1, 2673, 3.105966567993164
1, 2674, 3.350468635559082
1, 2675, 1.0650665760040283
1, 2676, 3.1241393089294434
1, 2677, 2.5759429931640625
1, 2678, 2.917543888092041
1, 2679, 2.0080151557922363
1, 2680, 1.4108211994171143
1, 2681, 1.5858392715454102
1, 2682, 2.836381435394287
1, 2683, 0.6887975931167603
1, 2684, 0.6254404783248901
1, 2685, 2.585893392562866
1, 2686, 0.7082892060279846
1, 2687, 2.926508903503418
1, 2688, 3.033095598220825
1, 2689, 1.6106915473937988
1, 2690, 1.2075636386871338
1, 2691, 0.36521023511886597
1, 2692, 1.8252640962600708
1, 2693, 1.0225023031234741
1, 2694, 2.9539377689361572
1, 2695, 0.9464811682701111
1, 2696, 1.5891814231872559
1, 2697, 3.6365468502044678
1, 2698, 0.898669958114624
1, 2699, 1.207254409790039
1, 2700, 2.484370231628418
1, 2701, 2.354062557220459
1, 2702, 0.8896515369415283
1, 2703, 0.5170538425445557
1, 2704, 1.0226645469665527
1, 2705, 2.2752838134765625
1, 2706, 3.229114055633545
1, 2707, 0.6369614601135254
1, 2708, 0.5758609175682068
1, 2709, 0.8040658235549927
1, 2710, 1.014341950416565
1, 2711, 1.8380059003829956
1, 2712, 0.8413143754005432
1, 2713, 0.6027730703353882
1, 2714, 0.8517445921897888
1, 2715, 0.9438711404800415
1, 2716, 1.9221562147140503
1, 2717, 1.3899097442626953
1, 2718, 2.5828325748443604
1, 2719, 0.9588690996170044
1, 2720, 2.847940444946289
1, 2721, 1.4061003923416138
1, 2722, 2.9024276733398438
1, 2723, 0.5349574089050293
1, 2724, 1.3495595455169678
1, 2725, 0.6200385689735413
1, 2726, 3.1572794914245605
1, 2727, 0.8265252113342285
1, 2728, 0.9502499103546143
1, 2729, 2.7807822227478027
1, 2730, 1.923109531402588
1, 2731, 2.160341739654541
1, 2732, 2.9884448051452637
1, 2733, 0.9280809164047241
1, 2734, 1.2895443439483643
1, 2735, 0.6736801266670227
1, 2736, 1.025286078453064
1, 2737, 1.053485631942749
1, 2738, 0.5083725452423096
1, 2739, 3.274111032485962
1, 2740, 2.4800620079040527
1, 2741, 2.233412742614746
1, 2742, 2.3657331466674805
1, 2743, 2.993215560913086
1, 2744, 0.5016341209411621
1, 2745, 3.4812960624694824
1, 2746, 1.276968002319336
1, 2747, 2.519380807876587
1, 2748, 2.1168899536132812
1, 2749, 1.853337287902832
1, 2750, 3.1634631156921387
1, 2751, 1.070995569229126
1, 2752, 0.2601105868816376
1, 2753, 1.3587543964385986
1, 2754, 0.5368376970291138
1, 2755, 2.1826090812683105
1, 2756, 0.5572854280471802
1, 2757, 1.4833898544311523
1, 2758, 0.5371281504631042
1, 2759, 2.6584181785583496
1, 2760, 1.9149917364120483
1, 2761, 0.4545208811759949
1, 2762, 2.9973502159118652
1, 2763, 0.9164233803749084
1, 2764, 3.280968427658081
1, 2765, 0.406656950712204
1, 2766, 0.6341619491577148
1, 2767, 2.2864370346069336
1, 2768, 3.165073871612549
1, 2769, 0.3329852223396301
1, 2770, 2.7372636795043945
1, 2771, 3.177279233932495
1, 2772, 1.8589861392974854
1, 2773, 2.675461530685425
1, 2774, 3.0391616821289062
1, 2775, 2.6809017658233643
1, 2776, 2.550715446472168
1, 2777, 0.3761470913887024
1, 2778, 2.1536707878112793
1, 2779, 0.7234113216400146
1, 2780, 2.270763397216797
1, 2781, 2.4184515476226807
1, 2782, 2.113110065460205
1, 2783, 2.300750494003296
1, 2784, 2.929920196533203
1, 2785, 1.1050074100494385
1, 2786, 2.7719216346740723
1, 2787, 1.0699912309646606
1, 2788, 0.9739894866943359
1, 2789, 1.9089279174804688
1, 2790, 2.7372636795043945
1, 2791, 2.591479778289795
1, 2792, 2.239682197570801
1, 2793, 3.065695285797119
1, 2794, 0.4022332429885864
1, 2795, 2.5168824195861816
1, 2796, 2.886821985244751
1, 2797, 2.7051875591278076
1, 2798, 3.5353193283081055
1, 2799, 1.9896762371063232
1, 2800, 3.3420886993408203
1, 2801, 2.3257339000701904
1, 2802, 1.9963748455047607
1, 2803, 1.7808010578155518
1, 2804, 0.6527048349380493
1, 2805, 0.9739894866943359
1, 2806, 0.5969036817550659
1, 2807, 2.890925407409668
1, 2808, 1.0216519832611084
1, 2809, 2.113110065460205
1, 2810, 1.548884630203247
1, 2811, 2.1503958702087402
1, 2812, 1.9208366870880127
1, 2813, 2.1503958702087402
1, 2814, 0.535182774066925
1, 2815, 2.1807374954223633
1, 2816, 0.8197487592697144
1, 2817, 1.9733809232711792
1, 2818, 2.590664863586426
1, 2819, 2.6903464794158936
1, 2820, 0.3903842270374298
1, 2821, 3.364290237426758
1, 2822, 2.586211681365967
1, 2823, 1.4277162551879883
1, 2824, 1.7671847343444824
1, 2825, 2.3250844478607178
1, 2826, 2.2358298301696777
1, 2827, 0.9979236125946045
1, 2828, 2.1880569458007812
1, 2829, 3.231283187866211
1, 2830, 0.9366461038589478
1, 2831, 2.2861196994781494
1, 2832, 2.4391965866088867
1, 2833, 2.3961756229400635
1, 2834, 1.7167829275131226
1, 2835, 2.6418185234069824
1, 2836, 1.2468864917755127
1, 2837, 1.6931979656219482
1, 2838, 0.8161853551864624
1, 2839, 1.4507250785827637
1, 2840, 1.511918544769287
1, 2841, 0.8425284624099731
1, 2842, 1.515661358833313
1, 2843, 0.8066468238830566
1, 2844, 1.8901560306549072
1, 2845, 1.8183878660202026
1, 2846, 1.1238818168640137
1, 2847, 2.057713508605957
1, 2848, 2.0578927993774414
1, 2849, 1.5852112770080566
1, 2850, 1.4394720792770386
1, 2851, 1.5734318494796753
1, 2852, 1.9756779670715332
1, 2853, 1.4518816471099854
1, 2854, 2.290928363800049
1, 2855, 2.49868106842041
1, 2856, 3.0048828125
1, 2857, 1.875849723815918
1, 2858, 0.7897067070007324
1, 2859, 2.1616785526275635
1, 2860, 2.263278007507324
1, 2861, 1.0091439485549927
1, 2862, 1.7934510707855225
1, 2863, 2.7701492309570312
1, 2864, 1.4984309673309326
1, 2865, 0.46392977237701416
1, 2866, 2.114269971847534
1, 2867, 1.6954059600830078
1, 2868, 1.0105400085449219
1, 2869, 2.9348859786987305
1, 2870, 2.5846171379089355
1, 2871, 2.2864038944244385
1, 2872, 2.397822856903076
1, 2873, 1.3879284858703613
1, 2874, 1.0866938829421997
1, 2875, 0.7523802518844604
1, 2876, 2.5577805042266846
1, 2877, 1.859023928642273
1, 2878, 2.4441895484924316
1, 2879, 3.3968520164489746
1, 2880, 3.209221363067627
1, 2881, 2.8246641159057617
1, 2882, 3.241609811782837
1, 2883, 0.7422027587890625
1, 2884, 2.5846171379089355
1, 2885, 2.172800064086914
1, 2886, 0.6896055340766907
1, 2887, 3.0381669998168945
1, 2888, 1.1112170219421387
1, 2889, 1.0170215368270874
1, 2890, 3.2309553623199463
1, 2891, 3.407388687133789
1, 2892, 1.3597002029418945
1, 2893, 1.1249279975891113
1, 2894, 0.7523802518844604
1, 2895, 0.8022734522819519
1, 2896, 2.4382619857788086
1, 2897, 3.4364230632781982
1, 2898, 3.2359869480133057
1, 2899, 1.645829439163208
1, 2900, 2.697761297225952
1, 2901, 3.0370702743530273
1, 2902, 1.9575650691986084
1, 2903, 2.240328550338745
1, 2904, 1.3946247100830078
1, 2905, 2.4337375164031982
1, 2906, 2.9205942153930664
1, 2907, 1.9545090198516846
1, 2908, 2.9589524269104004
1, 2909, 2.8652095794677734
1, 2910, 0.3578738272190094
1, 2911, 3.3037991523742676
1, 2912, 2.547415256500244
1, 2913, 1.0638391971588135
1, 2914, 1.4317431449890137
1, 2915, 3.6715493202209473
1, 2916, 0.5565546751022339
1, 2917, 1.6943070888519287
1, 2918, 3.1288492679595947
1, 2919, 0.4107413589954376
1, 2920, 2.0494384765625
1, 2921, 1.4518115520477295
1, 2922, 3.576988697052002
1, 2923, 0.5231410264968872
1, 2924, 3.121385097503662
1, 2925, 2.5412559509277344
1, 2926, 0.5692166686058044
1, 2927, 2.5856027603149414
1, 2928, 1.190765619277954
1, 2929, 2.8688297271728516
1, 2930, 2.583042621612549
1, 2931, 0.6303378939628601
1, 2932, 1.009962797164917
1, 2933, 2.630744457244873
1, 2934, 3.515596866607666
1, 2935, 3.0418148040771484
1, 2936, 0.42942315340042114
1, 2937, 2.583942174911499
1, 2938, 3.409083843231201
1, 2939, 2.54770565032959
1, 2940, 2.793773889541626
1, 2941, 2.5109071731567383
1, 2942, 3.2154722213745117
1, 2943, 2.4196407794952393
1, 2944, 2.7259860038757324
1, 2945, 2.7913970947265625
1, 2946, 3.5282154083251953
1, 2947, 2.2991721630096436
1, 2948, 2.2795565128326416
1, 2949, 1.048487901687622
1, 2950, 1.5757278203964233
1, 2951, 1.3578636646270752
1, 2952, 2.9546775817871094
1, 2953, 0.9371449947357178
1, 2954, 2.7913970947265625
1, 2955, 1.1111518144607544
1, 2956, 1.1501754522323608
1, 2957, 2.739941120147705
1, 2958, 2.2559330463409424
1, 2959, 1.8104360103607178
1, 2960, 2.9358725547790527
1, 2961, 0.6049578785896301
1, 2962, 2.677082061767578
1, 2963, 2.8130245208740234
1, 2964, 0.992841899394989
1, 2965, 0.6626349091529846
1, 2966, 0.723673939704895
1, 2967, 1.4904628992080688
1, 2968, 2.8720812797546387
1, 2969, 3.3002777099609375
1, 2970, 1.2774555683135986
1, 2971, 2.982912540435791
1, 2972, 3.1663451194763184
1, 2973, 1.0738425254821777
1, 2974, 2.028545379638672
1, 2975, 1.6755998134613037
1, 2976, 2.694145441055298
1, 2977, 3.2033047676086426
1, 2978, 2.096830368041992
1, 2979, 3.543835163116455
1, 2980, 1.4335052967071533
1, 2981, 1.6837050914764404
1, 2982, 1.8764280080795288
1, 2983, 0.916434645652771
1, 2984, 1.0219414234161377
1, 2985, 1.6758124828338623
1, 2986, 1.707709789276123
1, 2987, 0.7393903732299805
1, 2988, 2.103703022003174
1, 2989, 1.1464484930038452
1, 2990, 1.852421522140503
1, 2991, 0.9829118847846985
1, 2992, 1.3680881261825562
1, 2993, 1.183548092842102
1, 2994, 1.854274034500122
1, 2995, 1.856696367263794
1, 2996, 2.4397339820861816
1, 2997, 2.569688081741333
1, 2998, 2.121222496032715
1, 2999, 0.6635078191757202
1, 3000, 2.081543445587158
1, 3001, 3.519712209701538
1, 3002, 1.7091519832611084
1, 3003, 1.1819713115692139
1, 3004, 1.6887692213058472
1, 3005, 2.173184871673584
1, 3006, 3.457192897796631
1, 3007, 1.112379550933838
1, 3008, 2.8360366821289062
1, 3009, 2.470244884490967
1, 3010, 3.5979769229888916
1, 3011, 1.8282926082611084
1, 3012, 0.91994708776474
1, 3013, 1.502246618270874
1, 3014, 2.2078545093536377
1, 3015, 0.6889674663543701
1, 3016, 2.771361827850342
1, 3017, 2.334881544113159
1, 3018, 3.17141056060791
1, 3019, 0.46410539746284485
1, 3020, 0.5106708407402039
1, 3021, 3.2937355041503906
1, 3022, 1.652030110359192
1, 3023, 3.014040470123291
1, 3024, 1.177687168121338
1, 3025, 2.3595237731933594
1, 3026, 1.0572922229766846
1, 3027, 2.260301113128662
1, 3028, 2.387852907180786
1, 3029, 1.1645582914352417
1, 3030, 2.658811092376709
1, 3031, 1.1194493770599365
1, 3032, 2.8183255195617676
1, 3033, 2.4009909629821777
1, 3034, 0.8639192581176758
1, 3035, 3.1600513458251953
1, 3036, 3.5508108139038086
1, 3037, 1.2347257137298584
1, 3038, 1.7197346687316895
1, 3039, 0.8034467697143555
1, 3040, 2.1572184562683105
1, 3041, 2.6819472312927246
1, 3042, 3.2100629806518555
1, 3043, 1.67244553565979
1, 3044, 1.6786967515945435
1, 3045, 1.1504530906677246
1, 3046, 2.453892707824707
1, 3047, 2.9758737087249756
1, 3048, 2.4190921783447266
1, 3049, 3.4861483573913574
1, 3050, 3.396963596343994
1, 3051, 2.96574068069458
1, 3052, 3.1439781188964844
1, 3053, 2.32470703125
1, 3054, 2.9636597633361816
1, 3055, 3.0627517700195312
1, 3056, 2.9470956325531006
1, 3057, 3.417595624923706
1, 3058, 2.6464850902557373
1, 3059, 2.2066664695739746
1, 3060, 2.099994659423828
1, 3061, 2.7872157096862793
1, 3062, 3.1692826747894287
1, 3063, 3.349982500076294
1, 3064, 1.8521411418914795
1, 3065, 2.6219797134399414
1, 3066, 2.306011199951172
1, 3067, 2.9901113510131836
1, 3068, 2.6917734146118164
1, 3069, 3.3098573684692383
1, 3070, 2.7361979484558105
1, 3071, 2.656015634536743
1, 3072, 2.9776182174682617
1, 3073, 1.9410803318023682
1, 3074, 1.4370886087417603
1, 3075, 2.485383987426758
1, 3076, 2.9606142044067383
1, 3077, 2.485383987426758
1, 3078, 2.8698980808258057
1, 3079, 1.8119513988494873
1, 3080, 2.9698171615600586
1, 3081, 2.9646189212799072
1, 3082, 3.017902135848999
1, 3083, 2.163053035736084
1, 3084, 1.683538794517517
1, 3085, 1.443215250968933
1, 3086, 0.5436432957649231
1, 3087, 2.0097241401672363
1, 3088, 2.7459239959716797
1, 3089, 0.647093653678894
1, 3090, 3.0855538845062256
1, 3091, 1.6593515872955322
1, 3092, 3.037599802017212
1, 3093, 3.3595495223999023
1, 3094, 0.9165371656417847
1, 3095, 2.8550164699554443
1, 3096, 3.6429965496063232
1, 3097, 1.682309627532959
1, 3098, 0.5879770517349243
1, 3099, 1.743782639503479
1, 3100, 3.0234923362731934
1, 3101, 0.7497154474258423
1, 3102, 0.924444854259491
1, 3103, 1.382413387298584
1, 3104, 2.987644672393799
1, 3105, 0.5002686977386475
1, 3106, 0.20655176043510437
1, 3107, 0.6962143778800964
1, 3108, 0.5436432957649231
1, 3109, 2.327983856201172
1, 3110, 1.5545027256011963
1, 3111, 1.0600625276565552
1, 3112, 1.2638096809387207
1, 3113, 2.1731204986572266
1, 3114, 0.5143263936042786
1, 3115, 1.1890075206756592
1, 3116, 2.100325107574463
1, 3117, 1.2356476783752441
1, 3118, 1.1439275741577148
1, 3119, 2.7939815521240234
1, 3120, 0.647093653678894
1, 3121, 0.8778313994407654
1, 3122, 2.753770112991333
1, 3123, 3.0028748512268066
1, 3124, 0.7494522929191589
1, 3125, 2.7027382850646973
1, 3126, 0.49173057079315186
1, 3127, 2.022958755493164
1, 3128, 2.308685064315796
1, 3129, 3.1034610271453857
1, 3130, 0.1515975445508957
1, 3131, 0.9799582362174988
1, 3132, 2.229097366333008
1, 3133, 0.9665204286575317
1, 3134, 2.5807371139526367
1, 3135, 2.4130139350891113
1, 3136, 0.9938886761665344
1, 3137, 1.348505973815918
1, 3138, 0.8584842681884766
1, 3139, 0.45255419611930847
1, 3140, 1.3760886192321777
1, 3141, 2.4330801963806152
1, 3142, 1.3054757118225098
1, 3143, 2.4340028762817383
1, 3144, 2.4512267112731934
1, 3145, 2.3599441051483154
1, 3146, 2.686868906021118
1, 3147, 2.2104663848876953
1, 3148, 1.9174705743789673
1, 3149, 2.2122793197631836
1, 3150, 1.462306022644043
1, 3151, 3.3719420433044434
1, 3152, 0.44823646545410156
1, 3153, 0.625693678855896
1, 3154, 1.5760620832443237
1, 3155, 2.592369794845581
1, 3156, 2.7605395317077637
1, 3157, 1.5695483684539795
1, 3158, 1.894268274307251
1, 3159, 1.0373272895812988
1, 3160, 2.163198947906494
1, 3161, 2.263530731201172
1, 3162, 1.8248028755187988
1, 3163, 1.7209498882293701
1, 3164, 2.0075275897979736
1, 3165, 1.1407880783081055
1, 3166, 1.6314008235931396
1, 3167, 1.1865274906158447
1, 3168, 1.1277501583099365
1, 3169, 1.7225062847137451
1, 3170, 2.8198766708374023
1, 3171, 2.4445688724517822
1, 3172, 1.0031825304031372
1, 3173, 1.2252883911132812
1, 3174, 2.0741827487945557
1, 3175, 2.599592447280884
1, 3176, 2.682262420654297
1, 3177, 1.5218311548233032
1, 3178, 2.098078727722168
1, 3179, 1.4688489437103271
1, 3180, 0.9556001424789429
1, 3181, 1.105784296989441
1, 3182, 2.1281557083129883
1, 3183, 3.008561134338379
1, 3184, 0.8870213031768799
1, 3185, 1.1273930072784424
1, 3186, 0.6720438599586487
1, 3187, 3.4861414432525635
1, 3188, 2.024972438812256
1, 3189, 2.6060636043548584
1, 3190, 1.2748918533325195
1, 3191, 1.6844515800476074
1, 3192, 1.3685269355773926
1, 3193, 1.2748918533325195
1, 3194, 3.663494110107422
1, 3195, 1.1174355745315552
1, 3196, 1.3613855838775635
1, 3197, 1.4541666507720947
1, 3198, 2.5176033973693848
1, 3199, 1.366447925567627
1, 3200, 1.1797211170196533
1, 3201, 1.4105236530303955
1, 3202, 0.5952662229537964
1, 3203, 0.8083031177520752
1, 3204, 2.1433558464050293
1, 3205, 0.8851239681243896
1, 3206, 0.8201414346694946
1, 3207, 0.8904336094856262
1, 3208, 2.5452358722686768
1, 3209, 2.9048118591308594
1, 3210, 0.6104266047477722
1, 3211, 1.0845469236373901
1, 3212, 2.263967990875244
1, 3213, 1.9310029745101929
1, 3214, 3.4866294860839844
1, 3215, 2.986067771911621
1, 3216, 0.8207131028175354
1, 3217, 3.4065299034118652
1, 3218, 0.3622210621833801
1, 3219, 0.4129393696784973
1, 3220, 3.0915040969848633
1, 3221, 2.3065929412841797
1, 3222, 1.9480260610580444
1, 3223, 2.440208911895752
1, 3224, 1.3880641460418701
1, 3225, 0.6365560293197632
1, 3226, 2.938631057739258
1, 3227, 3.053440570831299
1, 3228, 1.6632459163665771
1, 3229, 2.6909656524658203
1, 3230, 3.07041072845459
1, 3231, 3.1038107872009277
1, 3232, 0.881834864616394
1, 3233, 1.7838999032974243
1, 3234, 1.9071497917175293
1, 3235, 1.3693944215774536
1, 3236, 1.9422404766082764
1, 3237, 1.4783639907836914
1, 3238, 1.286180019378662
1, 3239, 2.024972438812256
1, 3240, 1.642660140991211
1, 3241, 2.0262088775634766
1, 3242, 1.5525236129760742
1, 3243, 3.3905913829803467
1, 3244, 0.8161407709121704
1, 3245, 1.1800236701965332
1, 3246, 2.262916088104248
1, 3247, 1.0561540126800537
1, 3248, 3.2249703407287598
1, 3249, 2.759803295135498
1, 3250, 1.096077561378479
1, 3251, 2.483363151550293
1, 3252, 1.7038778066635132
1, 3253, 0.2986069917678833
1, 3254, 2.404689311981201
1, 3255, 1.5678396224975586
1, 3256, 1.2869644165039062
1, 3257, 0.6171809434890747
1, 3258, 2.6003923416137695
1, 3259, 1.0926856994628906
1, 3260, 2.065582275390625
1, 3261, 3.114999771118164
1, 3262, 2.677018880844116
1, 3263, 3.3680176734924316
1, 3264, 2.3415632247924805
1, 3265, 0.6493558883666992
1, 3266, 0.5281229019165039
1, 3267, 0.963796854019165
1, 3268, 3.327338218688965
1, 3269, 1.3232537508010864
1, 3270, 2.7942957878112793
1, 3271, 2.5615041255950928
1, 3272, 0.7046377658843994
1, 3273, 1.098759651184082
1, 3274, 2.139578342437744
1, 3275, 0.6273773312568665
1, 3276, 0.7618615627288818
1, 3277, 1.7358869314193726
1, 3278, 2.1158971786499023
1, 3279, 2.8938956260681152
1, 3280, 2.738511562347412
1, 3281, 1.419586420059204
1, 3282, 0.8229707479476929
1, 3283, 2.0193700790405273
1, 3284, 1.653538465499878
1, 3285, 2.578843355178833
1, 3286, 0.25971299409866333
1, 3287, 3.2323591709136963
1, 3288, 2.751643657684326
1, 3289, 1.51298189163208
1, 3290, 2.4074034690856934
1, 3291, 1.18710196018219
1, 3292, 0.5731265544891357
1, 3293, 1.9364407062530518
1, 3294, 2.0160422325134277
1, 3295, 2.4610676765441895
1, 3296, 1.1246126890182495
1, 3297, 0.619714081287384
1, 3298, 3.3689780235290527
1, 3299, 0.8943871259689331
1, 3300, 3.1917567253112793
1, 3301, 1.600219488143921
1, 3302, 2.029282331466675
1, 3303, 1.7055188417434692
1, 3304, 1.1502888202667236
1, 3305, 0.5692930221557617
1, 3306, 2.0395054817199707
1, 3307, 2.7700769901275635
1, 3308, 1.1168720722198486
1, 3309, 2.702005386352539
1, 3310, 3.1770546436309814
1, 3311, 2.7615652084350586
1, 3312, 3.066152811050415
1, 3313, 0.9431321024894714
1, 3314, 0.6704502701759338
1, 3315, 1.7391142845153809
1, 3316, 2.055422306060791
1, 3317, 3.1401238441467285
1, 3318, 1.7463428974151611
1, 3319, 2.26190447807312
1, 3320, 2.8345749378204346
1, 3321, 2.5410141944885254
1, 3322, 0.9155243039131165
1, 3323, 1.4519069194793701
1, 3324, 2.1794703006744385
1, 3325, 2.8606772422790527
1, 3326, 3.0709967613220215
1, 3327, 0.6110648512840271
1, 3328, 0.6130073666572571
1, 3329, 0.8946502208709717
1, 3330, 1.8958120346069336
1, 3331, 1.383354902267456
1, 3332, 0.40364477038383484
1, 3333, 1.7782049179077148
1, 3334, 0.653145968914032
1, 3335, 0.8192750215530396
1, 3336, 0.7779853343963623
1, 3337, 0.5255323648452759
1, 3338, 0.5899945497512817
1, 3339, 0.4999346435070038
1, 3340, 0.3114809989929199
1, 3341, 0.2946893274784088
1, 3342, 0.442438006401062
1, 3343, 2.6265783309936523
1, 3344, 1.9554555416107178
1, 3345, 0.7745577096939087
1, 3346, 2.2397103309631348
1, 3347, 0.8825020790100098
1, 3348, 0.27826616168022156
1, 3349, 0.7206027507781982
1, 3350, 0.851519763469696
1, 3351, 0.3029898405075073
1, 3352, 0.3951253890991211
1, 3353, 0.6030081510543823
1, 3354, 0.5523117184638977
1, 3355, 1.0272538661956787
1, 3356, 0.8891341090202332
1, 3357, 0.9111994504928589
1, 3358, 1.8271913528442383
1, 3359, 0.5787270069122314
1, 3360, 0.4105375409126282
1, 3361, 0.9452383518218994
1, 3362, 2.847270965576172
1, 3363, 0.4402424991130829
1, 3364, 2.449829578399658
1, 3365, 0.5070850253105164
1, 3366, 0.3089005947113037
1, 3367, 3.0376100540161133
1, 3368, 0.5940018892288208
1, 3369, 2.4340028762817383
1, 3370, 0.6128888130187988
1, 3371, 0.3410254716873169
1, 3372, 0.327854722738266
1, 3373, 2.1221208572387695
1, 3374, 1.0069806575775146
1, 3375, 1.002352237701416
1, 3376, 3.073871374130249
1, 3377, 0.20937447249889374
1, 3378, 1.0789082050323486
1, 3379, 0.6417350769042969
1, 3380, 0.8555454611778259
1, 3381, 2.167764663696289
1, 3382, 3.0192527770996094
1, 3383, 1.4826371669769287
1, 3384, 2.9706833362579346
1, 3385, 3.350569248199463
1, 3386, 0.8597060441970825
1, 3387, 3.357240676879883
1, 3388, 0.7869147062301636
1, 3389, 2.9777116775512695
1, 3390, 2.476095676422119
1, 3391, 3.345364570617676
1, 3392, 1.239397406578064
1, 3393, 2.546437978744507
1, 3394, 3.095890760421753
1, 3395, 3.3136167526245117
1, 3396, 3.370492935180664
1, 3397, 1.144981861114502
1, 3398, 2.645155429840088
1, 3399, 0.5532535314559937
1, 3400, 1.027673602104187
1, 3401, 2.6373255252838135
1, 3402, 1.067096471786499
1, 3403, 0.5287953615188599
1, 3404, 1.7058367729187012
1, 3405, 1.6814615726470947
1, 3406, 0.567172646522522
1, 3407, 3.049025058746338
1, 3408, 3.438937187194824
1, 3409, 2.018639326095581
1, 3410, 2.096104145050049
1, 3411, 1.4915801286697388
1, 3412, 1.3681023120880127
1, 3413, 3.4125213623046875
1, 3414, 1.7057932615280151
1, 3415, 3.457618236541748
1, 3416, 2.385341167449951
1, 3417, 1.7329741716384888
1, 3418, 0.4753027558326721
1, 3419, 2.241156816482544
1, 3420, 3.230755567550659
1, 3421, 3.376908779144287
1, 3422, 3.5786280632019043
1, 3423, 3.020585298538208
1, 3424, 2.9210262298583984
1, 3425, 1.3730738162994385
1, 3426, 2.1033968925476074
1, 3427, 3.230159282684326
1, 3428, 1.8306506872177124
1, 3429, 3.3259434700012207
1, 3430, 3.817544460296631
1, 3431, 2.0507781505584717
1, 3432, 2.967590570449829
1, 3433, 2.918853282928467
1, 3434, 3.298123836517334
1, 3435, 2.93117618560791
1, 3436, 1.0950244665145874
1, 3437, 1.4637985229492188
1, 3438, 3.034592628479004
1, 3439, 2.3132643699645996
1, 3440, 3.5535311698913574
1, 3441, 1.844634771347046
1, 3442, 1.4283320903778076
1, 3443, 1.700437068939209
1, 3444, 2.065946102142334
1, 3445, 2.0790750980377197
1, 3446, 0.9753116965293884
1, 3447, 2.23427677154541
1, 3448, 2.766084671020508
1, 3449, 0.6909914612770081
1, 3450, 2.2817258834838867
1, 3451, 1.6699975728988647
1, 3452, 3.220499038696289
1, 3453, 2.6900947093963623
1, 3454, 3.6376495361328125
1, 3455, 3.748661994934082
1, 3456, 3.101978063583374
1, 3457, 2.945374011993408
1, 3458, 0.8592066168785095
1, 3459, 2.782806634902954
1, 3460, 1.5962923765182495
1, 3461, 3.2857067584991455
1, 3462, 3.236539602279663
1, 3463, 2.686958074569702
1, 3464, 2.167792797088623
1, 3465, 2.2723116874694824
1, 3466, 2.9445903301239014
1, 3467, 2.1751208305358887
1, 3468, 2.663234233856201
1, 3469, 1.5820164680480957
1, 3470, 2.3132643699645996
1, 3471, 0.9050113558769226
1, 3472, 2.6831135749816895
1, 3473, 0.771937370300293
1, 3474, 3.6246862411499023
1, 3475, 1.2177326679229736
1, 3476, 3.3282036781311035
1, 3477, 3.5086302757263184
1, 3478, 1.8975257873535156
1, 3479, 3.349287509918213
1, 3480, 3.1359457969665527
1, 3481, 0.8664988279342651
1, 3482, 0.9610620737075806
1, 3483, 1.655375361442566
1, 3484, 3.1490211486816406
1, 3485, 1.0945284366607666
1, 3486, 0.67074054479599
1, 3487, 1.1440858840942383
1, 3488, 1.2853233814239502
1, 3489, 1.1508527994155884
1, 3490, 1.1260676383972168
1, 3491, 0.9001073241233826
1, 3492, 1.0056602954864502
1, 3493, 3.0291900634765625
1, 3494, 1.185664176940918
1, 3495, 1.0521302223205566
1, 3496, 3.512686014175415
